,Tuft_intestine,Goblet_intestine,Endocrine_intestine,Stem_intestine,TA.G1_intestine,TA.G2_intestine,Paneth_intestine,Enterocyte.Mature.Proximal_intestine,Enterocyte.Mature.Distal_intestine,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Stat1,0.17658445,0.12295606,0.08816223,0.13999164,0.15497641,0.101490244,0.24487263,0.20971243,0.19533648,0.08613398,0.05057266,0.00718004,0.0,0.06968809,0.0845159,0.053229745,0.0255101
Gls,0.08959642,0.10776025,0.12976213,0.22345674,0.17103621,0.33923268,0.17620808,0.38785598,0.6476981,0.2871001,0.08340696,0.19266543,0.22037327,0.2792172,0.5423007,0.5874769,0.32907245
Nab1,0.07871765,0.046352834,0.01870275,0.043316808,0.06363353,0.059112824,0.038613793,0.028039627,0.057346653,0.051371813,0.035637327,0.07215392,0.01030888,0.09297537,0.055661157,0.090967804,0.0708574
Tmem194b,0.01528143,0.018621912,0.010382994,0.015823966,0.029340893,0.0129670445,0.009689422,0.0031882282,0.0040065087,0.0040395157,0.0,0.0,0.012486052,0.01332096,0.0,0.0,0.01710543
Mfsd6,0.15270416,0.17767484,0.19489305,0.082731664,0.0687053,0.09094218,0.0871576,0.08361557,0.042974878,0.14791839,0.17711172,0.11321595,0.1518644,0.09175993,0.021239594,0.08628195,0.067625895
Inpp1,0.054565623,0.08219152,0.038526535,0.034901205,0.0525399,0.029961443,0.041601755,0.094931066,0.07539003,0.09266575,0.058585756,0.016478732,0.06811982,0.031077519,0.016722793,0.020083886,0.02128857
Hibch,0.19708274,0.10190213,0.08111302,0.1728026,0.17630641,0.19077592,0.14232533,0.06467642,0.062174365,0.1382919,0.16538718,0.10711994,0.09875934,0.20441215,0.047297124,0.050185576,0.14904986
1700019D03Rik,0.032925185,0.1598681,0.017746728,0.07228273,0.041588616,0.055335905,0.045062557,0.008747243,0.06763754,0.19612223,0.02930282,0.11415839,0.048723817,0.08976352,0.023407403,0.040117513,0.09008593
Pms1,0.022447864,0.012221693,0.008177859,0.028149769,0.015583155,0.022403954,0.0099870805,0.0,0.0,0.010028836,0.011984279,0.00936023,0.020935705,0.026790751,0.0069818636,0.0031077054,0.018981883
Ormdl1,0.18850188,0.09462908,0.089360535,0.13372031,0.15847573,0.15656893,0.064006835,0.05806226,0.06020623,0.103464834,0.1327513,0.093667544,0.04928161,0.15902564,0.03220016,0.079064794,0.18086478
Osgepl1,0.13765235,0.09276682,0.05467973,0.15742907,0.1548892,0.23329872,0.09192786,0.058011893,0.060724273,0.11802564,0.050827853,0.08057091,0.030976139,0.16490048,0.051089313,0.07479746,0.16446805
Asnsd1,0.26804066,0.2096738,0.15678746,0.26992837,0.27732712,0.35093328,0.23306425,0.12972431,0.09155045,0.2149374,0.22532444,0.21935858,0.11632349,0.30656058,0.11796077,0.19337949,0.33327344
Stk17b,0.03689423,0.06764637,0.02181973,0.048948802,0.044888053,0.11403462,0.08881725,0.1712519,0.2788148,0.23152101,0.12352738,0.086306445,0.0267546,0.17611977,0.25389013,0.40185508,0.13801809
Ccdc150,0.0062077977,0.0,0.0,0.0,0.0046612984,0.004697752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014661574
Gtf3c3,0.033686686,0.031725127,0.049253084,0.04559092,0.04564608,0.052233722,0.030167513,0.011981171,0.021210335,0.034284662,0.049136557,0.017252285,0.03148258,0.030206252,0.017912785,0.02223703,0.061169304
Pgap1,0.0392216,0.029843645,0.10386684,0.053240653,0.047341928,0.04605239,0.029529057,0.035920396,0.042061154,0.5007313,0.04926614,0.16362348,0.24954286,0.24013996,0.1754322,0.2706354,0.24418366
Ankrd44,0.010278836,0.016236149,0.08329269,0.011041737,0.0061886134,0.033145417,0.027499268,0.01865624,0.0032570995,0.0031784878,0.0,0.0,0.024161536,0.0081495205,0.0,0.033283412,0.008073918
Sf3b1,0.7791909,0.5649077,0.76011664,0.7076594,0.80361974,0.88226354,0.50320596,0.29537454,0.3746234,0.60327363,0.6767992,0.52067256,0.51746875,0.90569526,0.33892527,0.49512103,0.8281004
Coq10b,0.1699307,0.065312035,0.07217979,0.049440965,0.06603849,0.050395455,0.0036799742,0.053251,0.056244295,0.19783264,0.109024875,0.06268457,0.10480464,0.190411,0.049800802,0.110598475,0.10272232
Hspd1,0.84815556,0.7639176,0.7587683,1.5544621,1.6877232,1.5359486,1.4102708,0.25857666,0.20779188,0.37575462,0.47836488,0.7179927,0.34531343,1.5092359,0.16345845,0.30464274,1.4838398
Hspe1,1.6866758,1.4245034,1.3018541,2.3307147,2.537686,2.2924025,2.19836,0.71647245,0.4512346,0.96208405,0.9516372,1.1661903,0.512896,1.9626235,0.52670634,0.48946744,1.9508429
Mob4,0.47929543,0.5381799,0.54213667,0.36538178,0.3789916,0.40199506,0.3536023,0.21599706,0.24670826,0.66299814,0.6793702,0.4938572,0.6115269,0.5689624,0.25068274,0.3803879,0.70403147
Rftn2,0.006017409,0.005935827,0.014311906,0.008479428,0.0032614456,0.01082729,0.005191212,0.0,0.013465183,0.003134186,0.0,0.023206221,0.031249886,0.0053667035,0.0,0.0,0.022632863
Gm10561,0.020157548,0.0,0.01471374,0.0046002707,0.0021114908,0.0,0.0,0.0022791184,0.0,0.0025775381,0.0,0.047149107,0.0261435,0.0016619895,0.0,0.0,0.011215458
Mars2,0.037633676,0.06131118,0.03998845,0.04668077,0.10242,0.063056454,0.026664253,0.03398839,0.014347405,0.021647787,0.046019472,0.07375779,0.029662095,0.10788377,0.011327439,0.025891263,0.15920928
Boll,0.0,0.001662265,0.0049307556,0.0009079477,0.0,0.0028168068,0.0,0.0,0.0,0.0,0.0,0.0,0.009318605,0.0016802475,0.0,0.0,0.004756676
Satb2,0.0,0.0062118373,0.012160747,0.012789271,0.0065027433,0.012068745,0.004890964,0.00897086,0.046606492,0.0,0.00997039,0.0,0.0058208914,0.007002021,0.004425132,0.019275576,0.006961061
4930558J18Rik,0.0,0.0,0.0,0.0,0.002267353,0.005099855,0.0,0.0,0.0,0.0,0.0,0.0,0.0032942041,0.014556277,0.0,0.0,0.007517926
1700066M21Rik,0.013632174,0.0056148474,0.020391129,0.0059759296,0.023546845,0.016837088,0.0042310813,0.0067745475,0.004209699,0.009018221,0.0,0.008503136,0.0033579876,0.009592784,0.0057293805,0.0,0.016576229
Tyw5,0.057384957,0.06602297,0.07262652,0.05404551,0.05149696,0.040254895,0.047016855,0.017482545,0.034420583,0.040301543,0.079467386,0.06035728,0.027815245,0.068755694,0.008674209,0.025891632,0.05797822
9430016H08Rik,0.30501357,0.22786333,0.20400082,0.24498112,0.31969774,0.27177858,0.2787526,0.13976161,0.16798879,0.20234095,0.22425503,0.17176475,0.18513852,0.34712854,0.07999038,0.15704487,0.28204638
Spats2l,0.029740581,0.23760058,0.007661274,0.0071028927,0.008267786,0.0010762876,0.02536547,0.021280333,0.04477688,0.0,0.0,0.00726831,0.0063291,0.003227184,0.0,0.0,0.0
Kctd18,0.018967412,0.013242888,0.027705401,0.019120688,0.018661324,0.043550886,0.011842254,0.007969418,0.013606536,0.009049669,0.08026074,0.014460991,0.030479016,0.036627043,0.008625876,0.011823883,0.024526794
Sgol2a,0.030066984,0.021835193,0.010556648,0.0049022483,0.053366482,0.14401937,0.031759087,0.0015308249,0.0,0.0,0.017609797,0.0078399945,0.005232848,0.10021745,0.0036614763,0.00510122,0.061744034
Aox2,0.0,0.0,0.0,0.0007716772,0.0,0.0029217487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033774872,0.0,0.0,0.0
Bzw1,0.53720206,0.40876323,0.37879118,0.5983567,0.6700044,0.7158283,0.52733135,0.16555345,0.1740922,0.44556755,0.707455,0.45133168,0.34442624,0.79085875,0.11669079,0.44566295,0.79030913
Clk1,0.25806764,0.15085872,0.27882162,0.23947226,0.2511325,0.31595418,0.22381678,0.1491901,0.19679123,0.22153285,0.45422238,0.18316576,0.12388924,0.2192229,0.108184725,0.15235917,0.19229512
Ppil3,0.19222069,0.14559503,0.115956545,0.25191954,0.20211807,0.19821556,0.1931959,0.090657055,0.077245526,0.12900972,0.16253099,0.17605942,0.075101785,0.2316023,0.02831529,0.087201685,0.25542971
Nif3l1,0.1485977,0.10448607,0.12667052,0.16509633,0.19357918,0.19321238,0.08023964,0.068109185,0.03945981,0.10123569,0.19609496,0.11643413,0.11176166,0.27454928,0.046287227,0.056212023,0.20919873
Orc2,0.053267863,0.040538546,0.05273478,0.0711603,0.10245983,0.08586132,0.07434356,0.013578666,0.017775085,0.023244109,0.08719493,0.06441578,0.025477188,0.105415806,0.01209151,0.014793983,0.09058032
Gm15834,0.0,0.0020074863,0.0,0.0030780057,0.0,0.0038376786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235153,0.0,0.0042957366,0.0023019447
Fam126b,0.025649766,0.033138976,0.08382987,0.040425505,0.04877101,0.05860547,0.08094053,0.109113276,0.080938905,0.38450864,0.05393851,0.0069073765,0.03916622,0.038363975,0.0651435,0.069754034,0.056520466
Ndufb3,1.1831737,0.9892173,0.96676123,1.0127531,1.1890852,1.0477124,0.9173611,1.6269026,1.1975952,1.6936442,1.0761099,0.6202186,0.6912285,1.3391538,1.3582944,1.087423,0.94075555
Als2cr12,0.012772753,0.008030813,0.014104649,0.00628746,0.0067488444,0.00572345,0.024086433,0.08487022,0.08438225,0.07345822,0.0117338365,0.0,0.0,0.015433908,0.0366293,0.04176103,0.0034949584
Cflar,0.20664231,0.15508586,0.11329188,0.08748408,0.091330834,0.08504567,0.08738947,0.16445385,0.22564486,0.40157175,0.15806174,0.0968873,0.07235779,0.13031991,0.1589098,0.19098341,0.063575506
Casp8,0.3458575,0.28872833,0.27157554,0.29327926,0.2350249,0.35912985,0.23406403,0.2787382,0.5690837,0.51495177,0.27576995,0.18708688,0.18408042,0.49646166,0.30441263,0.47428212,0.22958855
Trak2,0.04082713,0.04375491,0.041320734,0.051625986,0.04393092,0.051354177,0.061005868,0.062833056,0.08682939,0.36881602,0.0551582,0.06324474,0.06374119,0.16336657,0.07949022,0.16584516,0.06349586
Stradb,0.075901814,0.049774148,0.096903175,0.089886405,0.048264872,0.08707375,0.064037524,0.06247222,0.07922914,0.12874442,0.11989304,0.08662492,0.09208254,0.12157735,0.059589628,0.14605343,0.10783619
Tmem237,0.039710116,0.025334325,0.080237485,0.04176887,0.047274403,0.065307416,0.05446727,0.0039027038,0.003878979,0.15430097,0.085435614,0.19056454,0.17776424,0.24351305,0.18896116,0.2618393,0.40641662
G730003C15Rik,0.02701631,0.0068554063,0.019248467,0.03172145,0.03132745,0.036195286,0.045290153,0.013207688,0.00945016,0.019393953,0.06185542,0.02684394,0.014406816,0.026992913,0.016286822,0.011372312,0.04310436
Mpp4,0.0,0.0,0.0,0.0010393123,0.0024324364,0.002181466,0.0,0.005844758,0.005678068,0.01880677,0.011499281,0.031436495,0.0076290127,0.030342877,0.099443264,0.06909587,0.08150384
Gm29017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020805472
Als2,0.014334376,0.00888526,0.022917215,0.009747066,0.017732536,0.00717613,0.0058092643,0.032498293,0.053250648,0.0803864,0.03980303,0.0033095286,0.013019123,0.04314774,0.046578586,0.03646789,0.024512777
Cdk15,0.0,0.0,0.0057860883,0.0012692652,0.0,0.0,0.0,0.0,0.0,0.010161337,0.0,0.0,0.0,0.0,0.0,0.0015808861,0.0
Fzd7,0.0,0.016533265,0.018315163,0.058774635,0.03883842,0.08259066,0.05567153,0.013425154,0.0072566117,0.055588335,0.0,0.06251146,0.032781426,0.04144523,0.010795439,0.02391694,0.07760109
Sumo1,0.9860985,0.7736534,1.0820304,1.0355479,1.0488048,1.0967027,0.848357,0.546289,0.86981654,1.2089852,1.1495084,0.7832905,0.96231365,1.4388536,0.520807,1.002475,1.1958988
Nop58,0.23345031,0.2898637,0.23294185,0.4466426,0.49873087,0.5699845,0.51048446,0.055606112,0.08587766,0.14996885,0.20291919,0.20856242,0.15342171,0.50037825,0.016653528,0.06582756,0.45135757
Bmpr2,0.08001251,0.021274943,0.051749427,0.044918682,0.06362751,0.06037226,0.046747454,0.009024608,0.04218204,0.03684716,0.060361356,0.022145962,0.048723068,0.044321332,0.058659103,0.048438482,0.043507576
Fam117b,0.10150916,0.08842235,0.102132015,0.09312412,0.095325254,0.12326406,0.058185935,0.035295952,0.055582445,0.08374453,0.045040708,0.11365334,0.10661096,0.068401,0.015562628,0.057524692,0.15541363
Ica1l,0.0,0.0,0.0,0.0,0.0022510441,0.0033014969,0.0,0.0,0.0,0.0,0.0,0.0,0.044843405,0.0,0.0,0.0,0.0
Wdr12,0.08438907,0.09079965,0.101035334,0.26342016,0.2742958,0.27515993,0.20434384,0.012153976,0.007799076,0.07536061,0.08428577,0.14054962,0.071965724,0.28481123,0.005751204,0.04437442,0.3003347
Carf,0.02947705,0.030372523,0.063461564,0.025683522,0.031052545,0.04513374,0.03103598,0.010472184,0.011307202,0.02923849,0.06411349,0.017260246,0.047823533,0.03098765,0.01600235,0.013202496,0.03315224
Nbeal1,0.11352654,0.049513306,0.06472146,0.08076461,0.053842727,0.08995421,0.09868709,0.13653791,0.14547627,0.09301888,0.064009756,0.053111248,0.091074504,0.12977375,0.111204274,0.13824084,0.08867272
Cyp20a1,0.15391967,0.15705854,0.07191708,0.0836905,0.076375045,0.1075997,0.09987592,0.009581328,0.0060199406,0.056633666,0.19492769,0.095764294,0.0790049,0.14769791,0.0066873995,0.03551636,0.13763045
Abi2,0.03348961,0.0046928623,0.05178138,0.009055896,0.005273534,0.011040264,0.0040131565,0.0027375754,0.0,0.0,0.012307099,0.0061293235,0.0138974,0.0,0.0,0.0,0.004994489
Raph1,0.1753284,0.15186797,0.10035011,0.120127134,0.16160512,0.13784683,0.19672284,0.16258855,0.2320126,0.12876771,0.18883732,0.15923719,0.16368593,0.16899061,0.2263624,0.40905544,0.17789772
Pard3b,0.040448096,0.02523604,0.038953558,0.05524521,0.07378106,0.080851726,0.04091102,0.01761519,0.033133037,0.29043874,0.016706204,0.024517333,0.021724679,0.08889822,0.013281869,0.043649696,0.056243636
Nrp2,0.0,0.0029913713,0.029361235,0.0019511768,0.0,0.0,0.004299972,0.0047976766,0.0,0.0023883393,0.0,0.014838385,0.03343433,0.0,0.0,0.0,0.002096471
Ino80d,0.13521403,0.09652736,0.16236207,0.15440552,0.1841037,0.20569238,0.1696682,0.06959538,0.08845111,0.20854263,0.17335027,0.14101705,0.14114359,0.19935617,0.16643262,0.12189885,0.19118284
Ino80dos,0.029430045,0.0149818845,0.017085783,0.015328755,0.013856667,0.004905518,0.028687295,0.0063687596,0.0120312665,0.025111606,0.022129845,0.0,0.0,0.010059686,0.007910364,0.013365264,0.011444676
Gm20342,0.12440887,0.06308106,0.058980413,0.102666445,0.07649896,0.12816441,0.08939045,0.016079728,0.03991264,0.10456588,0.2823004,0.04935902,0.10093617,0.05450596,0.06661604,0.083522476,0.08231612
Ndufs1,0.37796444,0.28647408,0.2674291,0.38029152,0.5067967,0.44012842,0.30977303,0.39787236,0.3113118,0.3566976,0.35503542,0.29636702,0.18305889,0.5520422,0.3006596,0.25809038,0.4594693
Eef1b2,2.0413659,1.9001397,1.8647865,2.6921928,2.4600654,2.6696787,2.4425476,0.7870631,0.8449419,1.5177222,1.9964474,2.3903482,1.4268233,2.0393946,1.2711866,1.355551,2.6659987
Fastkd2,0.104468785,0.058686845,0.08717122,0.14798474,0.16489427,0.16358681,0.13493347,0.016436283,0.01780815,0.048963096,0.05016855,0.05783362,0.014257566,0.20033863,0.0065624285,0.03502371,0.13954285
Klf7,0.13170378,0.074556954,0.17162152,0.12114107,0.07112699,0.15703827,0.12111686,0.028201524,0.041200694,0.22152784,0.28835136,0.1021871,0.22116224,0.109699324,0.19848387,0.21139418,0.1453412
Gm26649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023673722,0.0,0.0,0.0,0.0,0.0,0.003168559,0.0,0.0,0.0011982737
Creb1,0.14121161,0.0629668,0.12842815,0.123437725,0.11420157,0.17595987,0.10958718,0.033060398,0.032507457,0.10487699,0.11978744,0.06735655,0.11825317,0.17967923,0.05429745,0.088617735,0.16827215
Mettl21a,0.052475058,0.051955942,0.050768867,0.043539766,0.033965394,0.039644733,0.029236684,0.017489286,0.013173084,0.056351434,0.02988749,0.014920388,0.016976107,0.06288004,0.051571712,0.04470801,0.03494763
Gm28982,0.008670084,0.0,0.0,0.0033041593,0.0,0.0017782665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ccnyl1,0.013763086,0.009533642,0.009248276,0.0112368325,0.014852496,0.024674485,0.041363835,0.02501096,0.03561054,0.0056539443,0.03357978,0.0045339437,0.0138654,0.013809662,0.027030438,0.016734792,0.02101238
Fzd5,0.21340726,0.120611876,0.14929458,0.17058903,0.3269738,0.25357205,0.18931569,0.19375494,0.23212913,0.12760174,0.08980723,0.093352936,0.03649928,0.21476604,0.24142255,0.21577416,0.19403443
Plekhm3,0.006755343,0.0036416575,0.03209001,0.0147860395,0.008367236,0.012040508,0.0,0.017564623,0.007861305,0.021421807,0.030487537,0.0,0.024871789,0.0039256127,0.030089498,0.011890852,0.005211276
Akr1cl,0.0,0.0,0.0,0.0,0.0,0.0025987267,0.0,0.0,0.0046112235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012508658
D630023F18Rik,0.0,0.0,0.011874139,0.0021643857,0.0033133202,0.0,0.0,0.006051205,0.0,0.02961251,0.0,0.0,0.0,0.0033244984,0.01676298,0.0038707186,0.0049967365
Idh1,0.17819385,0.2212311,0.2137777,0.16552974,0.19837922,0.18871494,0.16446708,0.641947,0.540496,0.9222441,0.3153609,0.3949309,0.31303072,0.63894767,0.80081034,0.680614,0.59929746
Pikfyve,0.035924613,0.038659416,0.080619805,0.042819336,0.058534935,0.058763478,0.045128826,0.032806586,0.012473124,0.07928378,0.043364245,0.05143181,0.09051201,0.07312056,0.052776866,0.047008034,0.06670969
Unc80,0.0,0.0,0.02109182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014886862,0.0,0.0,0.0,0.0
Rpe,0.25305995,0.20127347,0.14450267,0.21098693,0.17564456,0.23372771,0.18495722,0.14606923,0.098677166,0.58541954,0.3954952,0.24305888,0.18597946,0.42364407,0.17482212,0.25867283,0.31848145
Kansl1l,0.018944727,0.016298769,0.021718197,0.03342101,0.014847938,0.049611434,0.020369075,0.0015857663,0.0,0.004959866,0.012402494,0.010736901,0.071205355,0.017364904,0.0,0.0,0.01712943
Acadl,0.4287985,0.17890346,0.31233594,0.24900985,0.27382866,0.3068829,0.1495856,0.5373719,0.3544246,0.5255659,0.37016016,0.2370793,0.25297847,0.46286574,0.8191022,0.3241342,0.44421962
Lancl1,0.22603573,0.0957512,0.17263629,0.22927047,0.1694097,0.26498783,0.21237196,0.032484725,0.007534621,0.059592564,0.20010908,0.10214476,0.11291581,0.13015084,0.017660042,0.034925282,0.15505657
Cps1,0.56267935,0.42669642,0.5585324,1.8594245,1.9314834,1.8949244,1.642083,0.2514767,0.20725414,0.08018799,0.09027146,0.29727894,0.09708841,0.44233403,0.23738274,0.0746918,0.94145197
Ikzf2,0.013830558,0.007984072,0.0076533826,0.006834736,0.002174145,0.002985507,0.0056705256,0.0027029947,0.0,0.0,0.0,0.0,0.008342658,0.0,0.0,0.0,0.00061654014
Bard1,0.017363451,0.016510885,0.009964093,0.0073385895,0.06236273,0.07643314,0.023800971,0.0018957318,0.0067917537,0.0,0.0,0.0,0.0,0.026193675,0.0,0.0,0.033891574
Atic,0.17198049,0.14240119,0.13357258,0.35669926,0.48092094,0.43909803,0.38203204,0.02851022,0.040918265,0.06273604,0.091247536,0.218788,0.08854259,0.39218557,0.011265668,0.050596338,0.45295763
Gm4319,0.0,0.0,0.028720573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046647143,0.0,0.0,0.0,0.0
Mreg,0.01596524,0.024019103,0.06461347,0.060810935,0.036493994,0.0702159,0.06229427,0.0016132243,0.018583164,0.13142408,0.020779377,0.010669186,0.07453266,0.15875304,0.002084847,0.01599853,0.013397327
D230017M19Rik,0.013878696,0.0011800962,0.021121135,0.005865324,0.0,0.008903867,0.0,0.0,0.0032501195,0.0,0.0,0.0,0.025368603,0.006870292,0.0,0.0029416776,0.0017919402
Pecr,0.17253703,0.37510955,0.11479878,0.32037914,0.24246414,0.25455153,0.29546407,0.108392775,0.15599027,0.031148812,0.039740883,0.21916366,0.088329025,0.088053405,0.0056255683,0.010041664,0.15188207
Xrcc5,0.08644201,0.076790035,0.07891809,0.10243927,0.0921932,0.12706257,0.076601066,0.015965112,0.04582876,0.042293537,0.088350676,0.05627844,0.046479695,0.11021183,0.005771114,0.0069440017,0.0811091
March4,0.0,0.0,0.033205707,0.0,0.0,0.002553677,0.0,0.0,0.0,0.0,0.0,0.0,0.079339705,0.0,0.0,0.0,0.0
Smarcal1,0.0040780124,0.018805116,0.021354124,0.021527274,0.052320264,0.04178852,0.045488253,0.008462211,0.021201767,0.019495169,0.019174812,0.0049204845,0.024231283,0.03417327,0.011947694,0.010331536,0.023094423
Rpl37a,3.3633828,3.305088,3.502981,4.0167775,3.7485027,3.890268,3.6176646,2.006412,2.2614434,2.469114,2.810147,2.8487332,2.785829,3.1073275,2.4811182,2.3230987,2.9113984
Igfbp2,0.0,0.0,0.014716099,0.0021645885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674314,0.0,0.0,0.0,0.0
Tns1,0.0,0.0,0.0,0.00061497244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062984056,0.0,0.0
Arpc2,1.7291559,1.6383526,1.6181166,1.3995512,1.5371445,1.450025,1.1643435,1.59916,1.8546319,1.9925028,1.9606286,1.5583528,1.7647297,1.8808186,1.6882225,2.0837333,1.9070216
Aamp,0.9241051,0.5923318,0.83237433,0.6910356,0.73176074,0.8126224,0.6728351,0.47127655,0.67075735,0.7022263,1.0823283,0.6773327,1.0774782,0.8198185,0.49725085,0.55698663,0.9149701
Pnkd,0.7268872,0.35399708,0.50968283,0.4335324,0.46869907,0.4956547,0.35663795,0.58124524,0.485549,0.37644196,0.47062105,0.39995718,0.49464548,0.5046453,0.68017584,0.48288822,0.5756416
Tmbim1,0.81847954,0.41626322,0.5505094,0.3238794,0.38116807,0.27053145,0.2806128,0.476443,0.6011596,0.36083704,0.8166594,0.4145676,0.5853903,0.32853344,0.41065174,0.65811354,0.45387238
Catip,0.002742727,0.01866336,0.014187862,0.0009794207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022247722,0.0,0.0,0.0,0.0016403978
Ctdsp1,0.114774175,0.16317229,0.1935092,0.18672603,0.13981856,0.2555579,0.1935639,0.18791634,0.32058764,0.10558392,0.14765958,0.09900511,0.13214523,0.15024863,0.13853054,0.07420895,0.16525835
Vil1,1.2179708,0.82564163,0.73957837,0.6771535,0.62619233,0.6604809,0.7034981,2.415635,2.4749215,1.027949,0.876688,0.47803977,0.59597814,0.54220307,1.335753,1.3525904,0.45287743
Usp37,0.07213071,0.030509321,0.043210786,0.06395682,0.09902811,0.07537985,0.047837045,0.024139836,0.014683663,0.030543553,0.0,0.03423333,0.061306246,0.050391648,0.024826875,0.030150987,0.06393842
Rqcd1,0.06524836,0.09162766,0.09400309,0.10564076,0.09630721,0.2030315,0.11736921,0.101558484,0.0856672,0.04692475,0.06539956,0.05446456,0.050512716,0.14220887,0.078353584,0.06793508,0.14400125
Zfp142,0.031988073,0.02662223,0.019091321,0.02105271,0.03212808,0.024621364,0.021459753,0.021222686,0.0033431053,0.024847534,0.025425607,0.01478768,0.024572285,0.015703088,0.008458793,0.009835032,0.016424589
Bcs1l,0.07969571,0.078307115,0.076383226,0.14033829,0.14568014,0.1534079,0.08428621,0.027420567,0.012864771,0.026229553,0.06981894,0.08181734,0.056875367,0.1029921,0.02262507,0.03362429,0.11236216
Rnf25,0.09695502,0.09540042,0.13838924,0.056557637,0.05836999,0.11252636,0.07881348,0.05646501,0.04182546,0.06904852,0.06817787,0.09005413,0.10770765,0.09877346,0.049753014,0.049159024,0.06894672
