,M.cell_intestine.ex.vivo,Tuft_intestine.ex.vivo,Goblet_intestine.ex.vivo,Endocrine_intestine.ex.vivo,TA_intestine.ex.vivo,Enterocyte.1_intestine.ex.vivo,Enterocyte.2_intestine.ex.vivo,Stem_intestine.ex.vivo
Ihh,0.6620828,0.034893323,0.25169662,0.16627222,0.22789368,0.52370036,0.6692784,0.2197693
Nhej1,0.031777933,0.012000296,0.04745989,0.040640466,0.03336091,0.00796049,0.026387636,0.0797857
Slc23a3,0.005230735,0.19321188,0.1395945,0.083502874,0.031015893,0.012621488,0.020050045,0.11324104
Cnppd1,0.2695872,0.3819372,0.21746351,0.24563022,0.2033425,0.24257292,0.23510894,0.19572033
Fam134a,0.29807606,0.3666982,0.2524735,0.37781495,0.26939157,0.28298107,0.34107956,0.287188
Zfand2b,0.373671,0.52790165,0.32917666,0.39453363,0.5064121,0.31718844,0.41215122,0.46601194
Abcb6,0.09902828,0.042809594,0.09928819,0.0900943,0.120873936,0.14415914,0.115604624,0.106476925
Atg9a,0.30145088,0.19391774,0.12176229,0.13799566,0.16177072,0.34636092,0.32993183,0.09949115
Ankzf1,0.111813284,0.17864239,0.08226663,0.06861728,0.14019334,0.14677304,0.14517462,0.12272848
Glb1l,0.017760007,0.009519437,0.0059250654,0.0063291,0.010222705,0.0,0.0034353703,0.0026816772
Stk16,0.6436887,0.4822115,0.5118265,0.4779692,0.71736324,0.40782568,0.59317034,0.66653585
Tuba4a,0.891601,1.0408627,0.5875352,0.83746934,0.88431096,0.44525757,0.6836204,0.83391404
Dnajb2,0.28564665,0.17105356,0.073205955,0.13199516,0.15487531,0.16057277,0.23837955,0.06686957
Ptprn,0.0,0.0,0.0,0.42854598,0.0,0.0044841375,0.0,0.0
Resp18,0.0059896577,0.0036752564,0.01502928,1.6596603,0.009213915,0.011088705,0.0,0.007142203
Dnpep,0.56450164,0.54953885,0.56005746,0.73525125,0.6676634,0.5516487,0.6441736,0.54170185
Speg,0.0,0.0,0.0,0.006581637,0.0,0.003188853,0.0,0.0
Gmppa,0.26485747,0.21184774,0.25283054,0.24570414,0.27637717,0.25518107,0.24182218,0.20324326
Chpf,0.0,0.03933009,0.048997775,0.12855154,0.056284994,0.0,0.007442787,0.04847252
Obsl1,0.0,0.0,0.0,0.0,0.0,0.0066670324,0.0043938546,0.0
Tmem198,0.0,0.0,0.003543684,0.050973717,0.0,0.0,0.0,0.0013726598
Stk11ip,0.008216606,0.0,0.029686939,0.031039871,0.014989569,0.0110542355,0.011470966,0.016585989
Epha4,0.02084342,0.0,0.0,0.0,0.004196661,0.0,0.008916063,0.021206409
Sgpp2,0.17243566,0.14417855,0.10455025,0.09970001,0.16896099,0.11598213,0.098338276,0.17970496
Farsb,0.35679877,0.23959866,0.28526253,0.12877597,0.68707585,0.16374281,0.15941027,0.5591743
BC035947,0.0015086014,0.0,0.0,0.0,0.0,0.0,0.0031675394,0.0
5730419F03Rik,0.05941624,0.0,0.0049657673,0.016855303,0.04564269,0.0,0.015572502,0.0008583368
Acsl3,0.084357895,0.13497059,0.12186458,0.078581825,0.3260422,0.08705135,0.13559462,0.23552826
Utp14b,0.017969804,0.0,0.024535585,0.046995766,0.034601264,0.035536136,0.017381936,0.03321252
Scg2,0.0,0.008130985,0.0,0.9720405,0.0,0.0043233153,0.0,0.0
Ap1s3,0.03921695,0.028220957,0.018328106,0.0545748,0.056921385,0.002544975,0.018580848,0.049818385
Wdfy1,0.08328016,0.09373343,0.0077107996,0.04532208,0.06869622,0.03967151,0.08863163,0.033115193
Mrpl44,0.16188543,0.22969337,0.21370524,0.1695433,0.40784737,0.06079891,0.17420964,0.3835849
Serpine2,0.0,0.0,0.014653033,0.017799057,0.0,0.0,0.0,0.009158948
Cul3,0.24425574,0.1682958,0.13754532,0.270175,0.20009907,0.15092194,0.18029292,0.20293558
Dock10,0.020921022,0.0,0.0,0.010319648,0.024985917,0.004109016,0.0032556816,0.0
Irs1,0.0,0.0,0.0,0.05427499,0.0,0.0,0.0,0.0
Rhbdd1,0.08245132,0.035604533,0.013023939,0.06709521,0.040884037,0.055588905,0.095555134,0.054315593
Col4a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mff,0.65291107,0.8324285,0.4843916,0.65565944,0.63330394,0.33834842,0.5655562,0.65431136
Tm4sf20,1.580777,0.62404245,0.89462566,1.5156267,1.8623884,3.2944343,3.1871676,1.8115915
Agfg1,0.18454172,0.075254165,0.123241924,0.18982111,0.18307307,0.23765384,0.26766095,0.188253
Slc19a3,0.02404043,0.0,0.0,0.00937241,0.0,0.045478117,0.020182896,0.0019151402
Krtap28-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0026553697,0.0
Ccl20,4.534459,0.45548666,0.5343408,0.31407756,1.8538862,0.577276,1.9735475,0.23240185
Daw1,0.0015780372,0.0,0.0,0.0,0.0049574063,0.0,0.0033855624,0.0
Sphkap,0.0025458322,0.0,0.0,0.060983088,0.0,0.0,0.0,0.0
Pid1,0.0,0.0,0.0,0.033028293,0.003456581,0.0,0.0,0.0038774395
Dner,0.0,0.0,0.0,0.05126657,0.0,0.0,0.0,0.0005895905
Trip12,0.26827222,0.30938956,0.16973294,0.20616184,0.20702569,0.18254359,0.2397983,0.19483592
Fbxo36,0.21958266,0.23650663,0.13033934,0.17832682,0.16981377,0.08639036,0.17385069,0.13686125
Sp110,0.0036059655,0.011097649,0.0,0.016610395,0.0044060964,0.0,0.0,0.0
Sp140,0.002125604,0.0,0.0,0.00825067,0.005300988,0.0,0.0,0.0
Sp100,0.13443534,0.0097660655,0.007404081,0.0,0.016856307,0.0,0.026637128,0.0
Cab39,0.2999368,0.23516871,0.31089002,0.3150462,0.35665992,0.44944477,0.4124343,0.34803072
Itm2c,0.5022535,0.6148271,0.45709324,1.4779391,0.3419539,0.16952385,0.26538995,0.27560845
4933407L21Rik,0.0,0.0,0.00658777,0.16900726,0.0,0.0,0.0,0.0
Gm28884,0.03939628,0.0,0.0,0.010814987,0.0011617974,0.0,0.0067575206,0.0
Gpr55,0.22758761,0.0,0.0038008518,0.008695545,0.0065685087,0.005440322,0.035267405,0.0030239508
Gm28100,0.0023245786,0.0,0.0,0.005482095,0.0,0.0,0.0025862881,0.0004548356
2810459M11Rik,0.1701537,0.0096853785,0.120531544,0.04635202,0.090485424,0.081823096,0.08512623,0.18567392
Psmd1,0.35009348,0.3089792,0.23160614,0.31653562,0.5648018,0.15246229,0.27851444,0.49612778
Armc9,0.013838016,0.08223698,0.023034591,0.05000809,0.024664108,0.010539065,0.0044877557,0.037809774
B3gnt7,0.46706003,0.013117514,0.111951485,0.023092683,0.07900601,0.23368306,0.10032514,0.06992637
Gm28626,0.0016455918,0.0,0.0,0.0,0.0014523191,0.008053125,0.0055707153,0.0015404898
Ncl,0.58333427,0.815617,1.0643631,0.63459855,1.6220074,0.30013588,0.36621666,1.9650546
Ptma,1.7124643,2.6559892,2.1082966,1.9015013,3.4107387,0.5709073,1.0708909,3.0431035
Pde6d,0.28392333,0.6709849,0.18113348,0.3518532,0.4289706,0.18331832,0.22590978,0.31080028
Cops7b,0.081043564,0.11252117,0.06759477,0.046082623,0.10610104,0.041337047,0.06374919,0.123991735
Nppc,0.0,0.0,0.00784866,0.011636883,0.0,0.0,0.0,0.0024458857
Dis3l2,0.048430625,0.048078384,0.04374285,0.031482358,0.06613088,0.034282748,0.035596017,0.06168298
Alppl2,0.0021141751,0.024057677,0.042130895,0.012630724,0.0066508506,0.008208113,0.019458622,0.10954869
Alpi,1.8486265,0.14105271,0.3057229,0.1788763,0.60097104,2.1539357,1.365888,0.49639213
Akp3,0.053862832,0.0,0.013352568,0.033127874,0.06343009,0.022831988,0.04512334,0.0091915745
Ecel1,0.039627712,0.0,0.010437685,0.074959695,0.005295709,0.00765712,0.016763074,0.006989905
Prss56,0.003382163,0.0,0.0,0.0,0.0,0.0,0.0,0.0005855549
Eif4e2,0.83716726,0.7060553,0.6084694,0.5758526,1.0868466,0.58762527,0.8320277,0.90450287
Efhd1,0.0051779873,0.0068562403,0.008473184,0.0,0.0,0.03734214,0.03806259,0.00068025745
Gigyf2,0.18116958,0.23348475,0.19020787,0.186525,0.19693264,0.22306691,0.2120976,0.210166
Ngef,0.013301034,0.16016296,0.07479235,0.007175341,0.052181985,0.07540416,0.07869123,0.102926485
Neu2,0.022172095,0.07396175,0.024233993,0.009066633,0.012300928,0.00876172,0.0019623456,0.014153673
Inpp5d,0.035803184,0.3469225,0.0,0.0,0.0,0.0,0.0,0.0
Atg16l1,0.112893134,0.082591556,0.061763357,0.087832704,0.13268986,0.08341106,0.0809828,0.13397661
Sag,0.007352495,0.0,0.0,0.0,0.0,0.0,0.0,0.0019992646
Dgkd,0.22179765,0.07662242,0.16389893,0.23763952,0.15322289,0.21384034,0.17569256,0.14802513
Usp40,0.1413089,0.11135939,0.07464569,0.0677292,0.08928726,0.11875033,0.09904155,0.10906883
Ugt1a9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugt1a7c,0.022894265,0.011229655,0.009499868,0.0337236,0.016522016,0.024635999,0.016336309,0.018962394
Ugt1a6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015259737
Ugt1a6a,0.010186958,0.0,0.0,0.0,0.024798715,0.006875166,0.017309653,0.01033774
Ugt1a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012988102
Dnajb3,0.0015666904,0.009519437,0.0,0.0057157185,0.0052841264,0.0020954257,0.0072562997,0.0015106602
Ugt1a1,0.003260909,0.0,0.0,0.0,0.0068583405,0.0061051566,0.010080126,0.0043437155
Mroh2a,0.01073211,0.0,0.0,0.0,0.009539335,0.0038539092,0.0,0.0014496918
Hjurp,0.15533388,0.23660712,0.26554087,0.24974604,0.43362182,0.27017912,0.19088773,0.48750174
Spp2,0.006605615,0.01563236,0.24900003,0.19764945,0.022792825,0.35169873,0.06996364,0.30064645
Gm29538,0.0,0.0,0.0071880366,0.0,0.0,0.0,0.0,0.0016779836
Arl4c,0.30775037,0.005810517,0.021845015,0.025243947,0.10579339,0.0042519635,0.13985558,0.030626206
1700067G17Rik,0.0039500925,0.0,0.0,0.0,0.0,0.0,0.0,0.0010655073
Sh3bp4,0.14528,0.059955917,0.051264275,0.1047338,0.14447333,0.0068950113,0.06360926,0.076087296
Agap1,0.16373105,0.23633102,0.1709082,0.16124226,0.17582712,0.13469312,0.14093171,0.172804
Ackr3,0.0035930006,0.0,0.0,0.0,0.030682072,0.0,0.003256055,0.0029103307
Cops8,0.38070914,0.2344353,0.22229491,0.2556847,0.6647963,0.18409508,0.281325,0.42971355
Mlph,0.1358906,0.097978175,0.15161216,0.064212374,0.17846255,0.010075489,0.097933084,0.05804366
Prlh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052467384
Rab17,0.2869273,0.2184767,0.13549973,0.1827038,0.2839432,0.3538773,0.35235545,0.14751072
Lrrfip1,0.030882003,0.14120227,0.08075529,0.036219873,0.11737097,0.091871664,0.20435798,0.13009617
Ramp1,0.0020208287,0.0,0.39436665,0.043780003,0.0025462853,0.0,0.0,0.0
Ube2f,0.7333439,0.24613272,0.27635145,0.3066853,0.5814768,0.26428795,0.40616462,0.39470387
Scly,0.36174718,0.15109368,0.055962645,0.112113,0.2899363,0.061901372,0.12343774,0.09423557
Fam132b,0.013648125,0.06751356,0.08454242,0.01101893,0.12519222,0.008270835,0.042885717,0.069017194
Ilkap,0.22197865,0.3411139,0.34147647,0.41612217,0.3958732,0.15987559,0.19971867,0.4945542
Hes6,0.23483796,1.0567756,0.6854921,1.0046924,0.87733144,0.4111396,0.30298576,0.83349913
Per2,0.0097911125,0.011097649,0.026032507,0.027009172,0.020793825,0.012518227,0.020110054,0.02357046
Traf3ip1,0.039598264,0.02089161,0.0331549,0.049620878,0.040554672,0.034296326,0.04584877,0.058620982
Asb1,0.022849722,0.008581482,0.0,0.024169626,0.010863704,0.0112163415,0.0094060125,0.00973378
Hdac4,0.03849616,0.09836468,0.06918208,0.10521505,0.07647164,0.08906366,0.067014016,0.08287436
Ndufa10,0.9295398,0.8960463,1.0110794,0.726546,1.5789971,0.89995927,0.94638026,1.6239055
Myeov2,1.0045544,1.071927,0.7024179,0.84273964,0.9615047,1.04475,0.9829506,0.7178299
Gpc1,0.027991466,0.0,0.0,0.022576716,0.008804516,0.0,0.0060024504,0.001060557
Dusp28,0.08890078,0.11890759,0.084969446,0.09196491,0.09539644,0.0661607,0.05083856,0.15361165
5033417F24Rik,0.02513353,0.0,0.0,0.0,0.008350068,0.002697727,0.0056270408,0.0
Rnpepl1,0.39121515,0.24594806,0.22137994,0.37493733,0.2205769,0.41403815,0.29437783,0.23307139
9430060I03Rik,0.007497182,0.03446827,0.0042023575,0.02396435,0.012746481,0.010825336,0.009012559,0.019016616
Capn10,0.06874885,0.08123222,0.060285766,0.10544928,0.06530448,0.11868084,0.09256256,0.10150508
Gpr35,0.034854922,0.0,0.019590208,0.0,0.03184178,0.009954857,0.015106915,0.023731058
Aqp12,0.0,0.0,0.0,0.0,0.0,0.0,0.0020315615,0.004632809
Kif1a,0.0,0.0,0.0,0.13978435,0.0018032071,0.0,0.0029416776,0.0
Agxt,0.0,0.0,0.0,0.01890313,0.0058115674,0.0,0.010655459,0.0055620596
2310007B03Rik,0.05260879,0.0,0.016598998,0.022773992,0.06639755,0.038773876,0.14164127,0.021316504
Mterf4,0.12007711,0.09316942,0.05108799,0.10337402,0.1656292,0.04809482,0.063348666,0.09941443
Gm28535,0.0,0.0036752564,0.0044143056,0.0,0.0,0.003890882,0.002422562,0.005948199
Pask,0.0017208549,0.0075247837,0.011191126,0.015712602,0.016243497,0.0038525711,0.007491279,0.014335333
Ppp1r7,0.23549224,0.2869862,0.14903383,0.15304,0.35614747,0.12515803,0.16835512,0.38456738
Ano7,0.002720774,0.17878549,0.05509669,0.0,0.0023078816,0.0,0.0,0.0
Hdlbp,0.5804483,0.42609715,0.81386954,0.52374977,0.4614533,0.89371365,0.683209,0.5961706
Sept2,0.16570424,0.09908494,0.0966521,0.13777861,0.119014114,0.10603577,0.16186114,0.09731159
Farp2,0.010114081,0.0,0.006612941,0.008512953,0.008473499,0.01217828,0.02272615,0.007876945
Stk25,0.51600415,0.4323228,0.3397983,0.48290268,0.5044076,0.6203846,0.546851,0.42376003
Bok,0.2932013,0.070938684,0.24607247,0.5211355,0.6482036,0.25072896,0.29356784,0.31163427
Thap4,0.34788406,0.2784346,0.2714276,0.16307002,0.5119711,0.40394706,0.34965613,0.531064
Gm10550,0.0041281856,0.0,0.0,0.0,0.0,0.0,0.0,0.00038025464
Atg4b,0.223526,0.27665296,0.24903665,0.2603755,0.30679384,0.1894354,0.26546267,0.21052054
Dtymk,0.29169983,0.36477163,0.5734172,0.2782315,1.2039658,0.1327372,0.20192456,1.33175
Ing5,0.04190103,0.030435372,0.05270083,0.06530992,0.07431837,0.039810203,0.03526064,0.076019056
D2hgdh,0.051548686,0.07565836,0.022037374,0.033744168,0.047440164,0.03684255,0.037055284,0.044086818
Gal3st2,0.23380946,0.012766957,0.026752716,0.029859127,0.018758982,0.30593744,0.1304492,0.0017411953
Gm9994,0.038538978,0.012938318,0.040552698,0.020023448,0.0,0.03101028,0.009743618,0.0
Gm6086,0.001957118,0.0,0.0,0.015317339,0.0,0.0,0.0,0.0
Fam174a,0.18572842,0.45312545,0.15967897,0.5135198,0.24720603,0.082686655,0.15199429,0.18548715
D1Ertd622e,0.1568766,0.09915095,0.114535525,0.12012398,0.19773822,0.1363356,0.32451862,0.24742216
Ppip5k2,0.11044609,0.088347025,0.078436464,0.05389417,0.099671826,0.10004811,0.060310967,0.13663317
Gin1,0.0737713,0.16985351,0.031949006,0.12588681,0.15675296,0.04859174,0.06782612,0.12794447
Pam,0.01599626,0.008924364,0.014484213,0.50648767,0.015519009,0.011380142,0.030019071,0.018433
1810006J02Rik,0.0,0.0,0.0,0.011727728,0.0,0.0,0.0,0.0
Gm7967,0.0,0.010405969,0.0,0.0,0.0,0.0,0.006748278,0.0
Rnf152,0.026346287,0.048090555,0.006012243,0.017554982,0.057264306,0.027830176,0.077979915,0.024624031
Gm17634,0.0,0.042933762,0.0,0.008000182,0.013621182,0.01627229,0.030329645,0.0060813124
Pign,0.042091288,0.05061305,0.03226704,0.028390687,0.046664342,0.03772936,0.041772094,0.032025896
2310035C23Rik,0.11833853,0.10906143,0.06600058,0.07022594,0.114158966,0.06513884,0.14189243,0.097746424
Tnfrsf11a,0.3392502,0.045663618,0.026967132,0.028655047,0.22486453,0.023024334,0.11008178,0.066414446
Gm7160,0.036433384,0.06004847,0.009048877,0.04133569,0.015192827,0.004315035,0.011734857,0.021154884
Zcchc2,0.024308193,0.010589353,0.042745903,0.018883362,0.036537956,0.0021547228,0.03272011,0.028870817
Phlpp1,0.11889573,0.026426807,0.068389826,0.051199403,0.03525789,0.021361737,0.051569037,0.070019946
Bcl2,0.008028546,0.029526122,0.043412272,0.07423666,0.05016548,0.0,0.02491409,0.09823117
Kdsr,0.075374514,0.1271327,0.16421269,0.086072385,0.12625258,0.055368718,0.10174986,0.22356981
Vps4b,0.24018955,0.21363924,0.20593747,0.16476566,0.257509,0.14901845,0.29348233,0.24205482
Serpinb5,0.022223298,0.0,0.017793301,0.014667832,0.020505859,0.010251452,0.1052316,0.017265921
Dsel,0.0,0.010107429,0.007864717,0.0,0.00212735,0.0,0.002502989,0.0022173896
Tsn,0.43102524,0.68982154,0.48256046,0.48712894,0.8480685,0.27309412,0.2974335,0.9222024
Nifk,0.09737713,0.16787973,0.20460212,0.14023094,0.33558622,0.035977535,0.08187774,0.4199822
Clasp1,0.1250147,0.047637127,0.08257713,0.090473875,0.07949477,0.08731398,0.08390682,0.07837692
RP24-183E22.2,0.0088999225,0.015888607,0.008317278,0.012274006,0.025090508,0.015064917,0.0057330783,0.0063713593
Tfcp2l1,0.2834397,0.0050211265,0.07608532,0.014926034,0.0863782,0.013365657,0.06738971,0.014368869
Inhbb,0.0,0.0,0.0,0.020723326,0.0,0.0,0.0,0.0
Ralb,0.40851787,0.27869838,0.15722315,0.19256887,0.58438855,0.22254959,0.42301416,0.2573213
Gm27184,0.0,0.0,0.008033312,0.02186472,0.003907413,0.0017786196,0.0,0.0065938225
Tmem185b,0.100847125,0.08427873,0.09194006,0.09897553,0.20304582,0.014235062,0.0975487,0.15874882
Epb41l5,0.038595863,0.09730107,0.06751471,0.100711495,0.10473682,0.026094811,0.0678036,0.12385166
Ptpn4,0.0074387644,0.011451798,0.016324757,0.053387687,0.028236423,0.0,0.01589123,0.039521676
Tmem177,0.030314,0.12275386,0.0650669,0.072658174,0.12346821,0.021251738,0.024925278,0.10040541
Tmem37,0.96390593,0.12387065,0.3732832,0.6914236,0.18583022,1.2475553,0.5969332,0.60255665
Dbi,3.6674194,3.02459,2.7622797,2.0970936,3.327944,4.658043,3.9975457,3.3970463
3110009E18Rik,0.014647247,0.0028338507,0.05470383,0.031266823,0.047434572,0.01658658,0.03261166,0.034238517
Steap3,0.0,0.0,0.039793048,0.006730728,0.013717972,0.0,0.0,0.036006976
Insig2,0.34706482,0.3226813,0.18309334,0.2426954,0.24824338,0.22180119,0.3793062,0.24741079
Ccdc93,0.16252695,0.004949264,0.04287943,0.05043073,0.06703158,0.12000683,0.12912187,0.04792037
Ddx18,0.12738605,0.108933166,0.13766447,0.10890337,0.4077147,0.077202186,0.07651468,0.26284817
Actr3,1.7738526,1.0818927,0.6469268,0.8223547,1.4142832,1.0617093,1.452976,1.0263554
Slc35f5,0.5540268,0.31662276,0.25838122,0.31566966,0.25598165,0.75950706,0.7108992,0.18655305
Gpr39,0.052103706,0.040061757,0.012415176,0.01806996,0.08363516,0.14328235,0.10533584,0.052220345
Lypd1,0.0041335244,0.0,0.0,0.005840737,0.0,0.0,0.0,0.0
Nckap5,0.098747395,0.026682666,0.009239511,0.008006838,0.01386171,0.18289192,0.11976176,0.0048692175
Mgat5,0.08756786,0.072474144,0.15303262,0.14367624,0.15064798,0.16871321,0.17909075,0.22024012
Tmem163,0.0,0.0,0.0,0.094600365,0.0,0.0,0.0,0.0
2900009J06Rik,0.0,0.0,0.024185512,0.011876819,0.008709895,0.0,0.004160394,0.00336561
Ccnt2,0.23182221,0.24734882,0.22095735,0.22111502,0.2116363,0.06429221,0.14635038,0.1937139
Rab3gap1,0.0445708,0.068641745,0.04743682,0.104409404,0.08097896,0.06338925,0.039153904,0.081700586
Zranb3,0.0042814077,0.0,0.0045339437,0.009121958,0.012658835,0.0,0.0039715455,0.016543549
R3hdm1,0.26330516,0.15339896,0.08974235,0.15532216,0.21396503,0.03988445,0.040031664,0.23456916
Ubxn4,0.49813256,0.372332,0.57323456,0.36510623,0.59245116,0.28751403,0.3540642,0.5361716
Lct,0.0,0.0,0.003969578,0.0066400776,0.0009623855,0.25341374,0.052850585,0.0
Mcm6,0.02033443,0.087694824,0.23316835,0.0903577,0.4096425,0.02382304,0.050659753,0.54705137
Dars,0.1698127,0.26969448,0.15118943,0.11677377,0.38957632,0.16821456,0.14258689,0.2847649
Cxcr4,0.0,0.0,0.004202697,0.00924856,0.0036678186,0.0,0.0,0.0
Thsd7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cd55b,0.05516984,0.0,0.0116097415,0.009419879,0.0643777,0.0,0.0062507503,0.018384244
Gm15674,0.0,0.0,0.0,0.0,0.0019035469,0.0,0.0,0.0007940917
Gm15675,0.024215745,0.015921548,0.013752268,0.011713079,0.015616372,0.020055939,0.015210779,0.015889408
Cd55,0.27276254,0.030341376,0.13160862,0.06487342,0.18599494,0.14035589,0.3296415,0.06182526
C4bp,0.7165424,0.0045910035,0.14310877,0.015364202,0.0649577,0.11623065,0.12915859,0.029500796
Gm29427,0.0016830795,0.0,0.0,0.012842815,0.0,0.01002086,0.0,0.0055985064
Pfkfb2,0.005871629,0.007579936,0.020251382,0.02342492,0.013491987,0.039276984,0.02367908,0.015390628
Yod1,0.04649675,0.032375965,0.040795583,0.03574293,0.060281344,0.037781674,0.056547895,0.057262763
AA986860,0.026251957,0.03432527,0.07415172,0.017159162,0.012534443,0.10245564,0.10610855,0.03289795
Gm28857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012744584
Gm15848,0.0,0.00569266,0.01422578,0.03599149,0.0027351708,0.007124324,0.0,0.0441489
Pigr,0.0019290149,0.2986828,0.8065612,0.65720457,0.33428138,0.9326361,0.18221615,1.1364512
Fcmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013700943
Il10,0.0,0.048168834,0.0,0.0,0.0,0.0,0.0,0.0
Mapkapk2,0.1460478,0.15150835,0.24827112,0.2178666,0.15993832,0.27984175,0.18844417,0.24244371
Dyrk3,0.006614681,0.030889546,0.006216078,0.043228284,0.050001327,0.0020890161,0.018225512,0.111128576
Eif2d,0.10897647,0.09054217,0.120881744,0.10785397,0.25859684,0.0675551,0.11014579,0.22401722
Rassf5,0.0,0.012113079,0.0042023575,0.0,0.0075968355,0.0046777898,0.0,0.00990489
Ikbke,0.071675606,0.041884203,0.07686289,0.008769891,0.117667586,0.0961996,0.042242114,0.042863492
Gm28913,0.006503965,0.0,0.0,0.0037610908,0.0,0.0,0.0,0.0
Srgap2,0.01719686,0.009999178,0.046357833,0.08159106,0.05214446,0.010412568,0.016529687,0.06945076
Fam72a,0.0018326525,0.0,0.022675175,0.0032942041,0.025443094,0.0,0.0009417245,0.023424644
Avpr1b,0.0,0.0,0.0,0.023356287,0.0,0.0,0.0,0.0
Ctse,0.0,0.0,0.0094857225,0.024190757,0.0038744246,0.0,0.0,0.0
Pm20d1,0.0,0.0,0.0,0.021617785,0.0,0.07138258,0.03335019,0.00940507
Slc41a1,0.019128205,0.045507066,0.050639372,0.029840566,0.019442279,0.004756113,0.01208786,0.042803973
Rab29,0.05444332,0.059852947,0.08099008,0.03378812,0.052676506,0.04205215,0.028810186,0.06759889
Nucks1,0.12411008,0.16093242,0.3607067,0.24860342,0.660092,0.03993836,0.11114779,0.7966199
Slc45a3,0.02827689,0.0,0.0028967308,0.0,0.022948138,0.0,0.023276871,0.006433541
Elk4,0.08304718,0.06982339,0.08957173,0.105451144,0.1410237,0.08566192,0.10250847,0.1333215
Mfsd4,0.1629242,0.016810382,0.04023734,0.03565292,0.14534451,0.055067603,0.07537318,0.09200337
Cdk18,0.25486812,0.039478663,0.09302513,0.10223575,0.13561748,0.37897676,0.20235448,0.08880887
Klhdc8a,0.010707693,0.0,0.0106206555,0.0,0.0,0.0,0.0,0.0
Nuak2,0.14340748,0.07336445,0.070756495,0.17633915,0.10926437,0.02390054,0.0956481,0.038744733
Dstyk,0.008884666,0.011052196,0.012167964,0.018980732,0.0065107406,0.010277033,0.028005525,0.033212695
Rbbp5,0.038765654,0.015369868,0.042556982,0.027939133,0.065555066,0.009193092,0.028503587,0.05627973
Tmem81,0.009533495,0.010916715,0.009914118,0.0,0.018481351,0.0,0.011180511,0.012533379
Nfasc,0.0,0.0,0.0,0.11985067,0.0,0.0,0.0,0.0
Mdm4,0.23626474,0.17934072,0.152153,0.14053237,0.29201788,0.09062201,0.1912929,0.24233028
Pik3c2b,0.02887589,0.0028338507,0.0,0.011596107,0.03055458,0.06152648,0.041097872,0.03306746
Ppp1r15b,0.30200583,0.14174798,0.20402381,0.21344638,0.19120419,0.34204632,0.35796744,0.21845867
Plekha6,0.32791057,0.18221411,0.13090862,0.1847889,0.29153842,0.12557726,0.122905955,0.21031147
Golt1a,0.018266559,0.051861778,0.057623588,0.027178867,0.018252065,0.057859294,0.06375695,0.038670953
Ren1,0.0,0.0311058,0.0,0.0,0.0,0.0,0.0020444524,0.0
Etnk2,0.028959174,0.07301544,0.0,0.056529034,0.008287669,0.016594661,0.01303609,0.0068969526
Sox13,0.039066788,0.01256918,0.036298428,0.13048556,0.029644085,0.064343095,0.08048897,0.02154593
Snrpe,0.7382066,1.2227751,0.93328273,0.8794519,1.5172919,0.56384104,0.67016304,1.4310654
Gm26706,0.0,0.0,0.0,0.007677124,0.0,0.0,0.003766774,0.0009782255
Zc3h11a,0.0070604817,0.00569266,0.010094707,0.008479635,0.0052383193,0.032882,0.0014402461,0.009334022
Gm38394,0.0,0.0,0.0,0.0,0.003565644,0.0065377476,0.0,0.0
Atp2b4,0.0770537,0.0,0.0028967308,0.014720415,0.009099071,0.010153467,0.020177707,0.0019154284
